,Open,High,Low,Close,Volume,Dividends,Stock Splits
,GD,GD,GD,GD,GD,GD,GD
Date,,,,,,,
2012-01-03,53.16583181103958,53.63514794152519,53.06414257152081,53.18929672241211,1683500,0.0,0
2012-01-04,53.63513908173699,53.963659722041974,53.10324596366716,53.28315353393555,1880800,0.0,0
2012-01-05,52.993737897250625,53.040667711192945,52.21936612881608,52.719970703125,1677800,0.0,0
2012-01-06,52.876404447883765,53.00155856832471,52.54788383324167,52.892051696777344,1788100,0.0,0
2012-01-09,53.05630116767393,53.564729234687334,52.6339150489709,53.47868728637695,2064900,0.0,0
2012-01-10,54.519009844726384,55.09783866156151,53.963651899662835,54.698917388916016,2779500,0.0,0
2012-01-11,54.3938698937141,54.902298107172435,54.3234692031479,54.824073791503906,1282700,0.0,0
2012-01-12,54.96487331913092,55.606273368951285,54.79279532774126,55.488948822021484,4528500,0.0,0
2012-01-13,54.941404927914775,55.51241021339064,54.76150332223816,55.22299575805664,3780300,0.0,0
2012-01-17,55.77054622784868,56.18510892288844,55.77054622784868,55.88787078857422,2438400,0.0,0
2012-01-18,55.88787662436379,56.44691211830256,55.73827346148083,56.39179611206055,1779600,0.47,0
2012-01-19,56.56500384205783,57.0374335369452,56.33667043197354,56.8563346862793,1267700,0.0,0
2012-01-20,56.95082985004559,57.21066501740113,56.50989580651055,57.06106185913086,1984600,0.0,0
2012-01-23,56.966562356556416,57.39174544537139,56.43114728255155,56.486263275146484,1744800,0.0,0
2012-01-24,56.171302795410156,56.5649901074291,55.85635775154832,56.171302795410156,1899200,0.0,0
2012-01-25,55.50203193859735,56.50200100979109,54.69891251773791,56.35239791870117,3543700,0.0,0
2012-01-26,55.57292824424442,56.58864270235978,55.42332507381981,56.3051872253418,1764100,0.0,0
2012-01-27,56.10831367057434,56.10831367057434,55.313063671013126,55.39179992675781,1413300,0.0,0
2012-01-30,54.817033584621655,54.974506135556766,54.35247934713538,54.462711334228516,2328000,0.0,0
2012-01-31,54.82489118529865,54.990239130284536,54.22649081502347,54.454830169677734,1844900,0.0,0
2012-02-01,54.97450156002399,55.04536840708147,54.63593019721934,54.88788986206055,2805700,0.0,0
2012-02-02,55.045376381381416,55.11623723151209,54.525706118317316,54.91151809692383,1374700,0.0,0
2012-02-03,55.24219662159175,55.84847233045709,55.09259354749136,55.51777648925781,1730800,0.0,0
2012-02-06,55.21070696743451,56.06106693689834,55.13984013245097,56.02170181274414,1456700,0.0,0
2012-02-07,55.76187001100297,56.26578928418118,55.64376261727866,56.13981246948242,1283000,0.0,0
2012-02-08,56.210687687329646,56.47839824876565,55.91935684254199,56.368160247802734,1660500,0.0,0
2012-02-09,56.5098790333769,56.54925017087585,55.70675949025091,55.78549575805664,1561700,0.0,0
2012-02-10,55.39968043671338,55.56502839110319,55.242207910777886,55.352439880371094,1427800,0.0,0
2012-02-13,55.659523432960874,55.72250884798466,55.17134892157242,55.21072006225586,1802900,0.0,0
2012-02-14,55.116227556031895,55.29732637545194,54.40758914315879,55.242210388183594,1978600,0.0,0
2012-02-15,55.28943081831897,55.35242221146257,54.769760835669146,55.15557861328125,1941600,0.0,0
2012-02-16,55.24221301574789,55.44692611694335,54.91938649839817,55.44692611694336,1253900,0.0,0
2012-02-17,55.74612333244426,55.935091551886835,55.415421439430524,55.80910873413086,1115900,0.0,0
2012-02-21,56.07681776268047,56.54136587491673,55.82485814090003,56.005950927734375,1327300,0.0,0
2012-02-22,55.87209156793269,56.04531491216568,55.30518098942127,55.4311637878418,1423200,0.0,0
2012-02-23,55.53354138571797,55.730385077575576,55.1870945657469,55.58865737915039,1052600,0.0,0
2012-02-24,55.74612602245947,57.51771893409875,55.74612602245947,57.005924224853516,1816100,0.0,0
2012-02-27,56.8956932378661,57.48622421858696,56.48625506053891,57.076786041259766,1357400,0.0,0
2012-02-28,57.14767425711483,57.59647773003692,57.01382195981389,57.273651123046875,1286100,0.0,0
2012-02-29,57.47836311936476,58.00590281859692,57.27364397966523,57.659461975097656,1841000,0.0,0
2012-03-01,57.28938839607149,57.76181204384179,57.14766070102113,57.423240661621094,1606000,0.0,0
2012-03-02,57.336653072575864,57.478380827232186,57.02957727201968,57.20280075073242,1057800,0.0,0
2012-03-05,57.013806364455675,57.17127890559475,56.53350730463139,57.08466720581055,1887800,0.0,0
2012-03-06,56.407522485948654,56.66735757618054,55.6595189310059,55.78549575805664,2307300,0.0,0
2012-03-07,55.86423758896346,56.15556841676753,55.66739389625084,56.1004524230957,1085400,0.0,0
2012-03-08,56.58074132856011,56.919312659365914,56.28154113208657,56.698848724365234,1197900,0.0,0
2012-03-09,56.74610446959333,56.91932789551703,56.328796765609844,56.517765045166016,1129900,0.0,0
2012-03-12,56.62799097141815,56.62799097141815,56.131947038063664,56.486263275146484,1181700,0.0,0
2012-03-13,56.8563142393897,57.572827947018475,56.49412267550374,57.54133224487305,1532000,0.0,0
2012-03-14,57.54134972171524,57.7066977028061,57.29725945774922,57.55709457397461,1113500,0.0,0
