,Open,High,Low,Close,Volume,Dividends,Stock Splits
,CSCO,CSCO,CSCO,CSCO,CSCO,CSCO,CSCO
Date,,,,,,,
2012-01-03,13.611797638470875,13.839273440866329,13.560432586185678,13.670500755310059,41236600,0.06,0
2012-01-04,13.53108284689983,13.942004698766972,13.465041660043509,13.934666633605957,52927700,0.0,0
2012-01-05,13.890638845990383,13.942003899580314,13.69985336151868,13.88330078125,37865300,0.0,0
2012-01-06,13.905312255000387,13.942001171931642,13.817256894935923,13.83193302154541,27796900,0.0,0
2012-01-09,13.846619327464905,14.01539070876851,13.787916177463932,13.919997215270996,37811500,0.0,0
2012-01-10,14.000709143443409,14.12545346378261,13.773234700328262,13.817261695861816,45488300,0.0,0
2012-01-11,13.897978953367064,14.0447360709659,13.846613892227824,13.99337100982666,32482200,0.0,0
2012-01-12,14.030060681865928,14.08876380607487,13.912653033855163,14.05207347869873,31101700,0.0,0
2012-01-13,13.949343557662013,14.066749807733178,13.853950104733627,13.986032485961914,32143700,0.0,0
2012-01-17,14.11077719711058,14.176818389575736,14.022723206885667,14.169480323791504,40402800,0.0,0
2012-01-18,14.213510592991359,14.40429473017049,14.184158325983416,14.338254928588867,56573500,0.0,0
2012-01-19,14.44098637806873,14.639109999622336,14.382283238303948,14.521703720092773,52482100,0.0,0
2012-01-20,14.492349707965968,14.624432106454474,14.433646575259194,14.617094039916992,42046700,0.0,0
2012-01-23,14.56573013509961,14.727163413016328,14.352930387324978,14.551054000854492,50013100,0.0,0
2012-01-24,14.492342805888876,14.573060099765932,14.352922407262803,14.543707847595215,30828500,0.0,0
2012-01-25,14.529039799486814,14.58040626934473,14.2942272499377,14.551054000854492,37205000,0.0,0
2012-01-26,14.65378414138393,14.66846027562905,14.462998594976977,14.551054000854492,36818500,0.0,0
2012-01-27,14.367605248239855,14.44832257984123,14.206171984630174,14.35292911529541,43539600,0.0,0
2012-01-30,14.235522850925992,14.404294181007897,14.140130785973243,14.35292911529541,31384800,0.0,0
2012-01-31,14.448319506654883,14.477670366707715,14.264872082648168,14.418967247009277,40629600,0.0,0
2012-02-01,14.558385916977414,14.639103221628858,14.455655819852018,14.529033660888672,57074800,0.0,0
2012-02-02,14.551047852955229,14.661116014102813,14.52903366088867,14.529033660888672,36405200,0.0,0
2012-02-03,14.668454444367221,14.822550993495407,14.609751330316637,14.741833686828613,54491000,0.0,0
2012-02-06,14.705147877264972,14.822554130211392,14.61709248775869,14.815216064453125,37141900,0.0,0
2012-02-07,14.741833468151155,14.917942807690538,14.67579229087481,14.822550773620605,61422400,0.0,0
2012-02-08,14.83722690961012,15.005999600654548,14.741834866491748,14.991323471069336,91349200,0.0,0
2012-02-09,14.844565903454713,15.03535140122458,14.580402552351917,14.67579460144043,131157200,0.0,0
2012-02-10,14.52169252889188,14.719814598168663,14.477664158303996,14.602408409118652,63115200,0.0,0
2012-02-13,14.683129277546895,14.71981819574486,14.602411978000351,14.697805404663086,50426600,0.0,0
2012-02-14,14.602409517790445,14.727153778076172,14.551044481130255,14.727153778076172,31854000,0.0,0
2012-02-15,14.741834061221402,14.829888034737234,14.565724714597065,14.60975170135498,44880700,0.0,0
2012-02-16,14.661119482715364,14.873919190926335,14.609754422000421,14.815216064453125,42558500,0.0,0
2012-02-17,14.822559134896652,14.932627359248213,14.675800569365633,14.88860034942627,54249700,0.0,0
2012-02-21,14.8959320849021,15.0353525360246,14.800540028613828,14.939960479736328,41222900,0.0,0
2012-02-22,14.976646574464768,15.013335496956046,14.712481853830996,14.763848304748535,36219200,0.0,0
2012-02-23,14.734497215743987,14.859241521538143,14.61709097494864,14.844565391540527,30008000,0.0,0
2012-02-24,14.873917845439017,14.917944836413032,14.75651160311311,14.778524398803711,27220500,0.0,0
2012-02-27,14.668456640437107,14.866580204866894,14.653780509829081,14.800539016723633,37170200,0.0,0
2012-02-28,14.793198517234398,14.83722550222109,14.690468419067912,14.822550773620605,34349100,0.0,0
2012-02-29,14.807879650329513,14.822555783482988,14.55839098509278,14.58774185180664,46229800,0.0,0
2012-03-01,14.609756051536856,14.646444984827456,14.48501171891849,14.58774185180664,43149300,0.0,0
2012-03-02,14.558392240254797,14.59508117670856,14.462998766125876,14.499689102172852,27449600,0.0,0
2012-03-05,14.477667607844639,14.49234373487076,14.27954409176952,14.382275581359863,31971300,0.0,0
2012-03-06,14.257538663179302,14.330917936609241,14.176821322447045,14.294227600097656,36742300,0.0,0
2012-03-07,14.308899117863533,14.330913312667493,14.23551986810978,14.242857933044434,34751400,0.0,0
2012-03-08,14.360264548131177,14.514361116600783,14.330913687218231,14.4409818649292,36655500,0.0,0
2012-03-09,14.477668612325973,14.595074837495742,14.440979691807646,14.529033660888672,26274400,0.0,0
2012-03-12,14.543715933731933,14.587742936874093,14.426309658957376,14.551054000854492,26316200,0.0,0
2012-03-13,14.602415331928615,14.837227821350098,14.595077266685088,14.837227821350098,33326000,0.0,0
2012-03-14,14.793198517234398,14.95463172858068,14.719819275861502,14.822550773620605,41190400,0.0,0
2012-03-15,14.719819868046107,14.822551369938143,14.52903439263824,14.60975170135498,55020200,0.0,0
2012-03-16,14.683129277546895,14.712480132186764,14.602411978000351,14.697805404663086,56363000,0.0,0
2012-03-19,14.631767295692729,14.881255910533488,14.631767295692729,14.778524398803711,30276500,0.0,0
2012-03-20,14.705146568677536,15.145419278250982,14.68313237336174,15.094054222106934,61659600,0.0,0
2012-03-21,15.086717271390471,15.152758462623218,14.932622091576,15.04269027709961,39135200,0.0,0
2012-03-22,14.932623773962455,15.094057037612126,14.873920641763204,14.954636573791504,32211700,0.0,0
2012-03-23,14.925282553314132,15.108729977617802,14.859241368597386,15.064702987670898,27646700,0.0,0
2012-03-26,15.189448039199059,15.306854284560032,15.152757712778225,15.2921781539917,29098800,0.0,0
2012-03-27,15.358218228503354,15.446272206343851,15.321527904742528,15.343542098999023,44476400,0.0,0
2012-03-28,15.299518052327212,15.490303573795218,15.21146265796005,15.468289375305176,39839300,0.0,0
2012-03-29,15.38023695861347,15.58569865218638,15.299521014375738,15.43160343170166,36518000,0.0,0
2012-03-30,15.49763576139378,15.549000805460409,15.394904273668041,15.519648551940918,35673900,0.0,0
2012-04-02,15.512314229002136,15.62972047220498,15.446273042251434,15.549004554748535,30716500,0.0,0
2012-04-03,15.549005775485446,15.607931367137672,15.19545082067516,15.335399627685547,64106700,0.08,0
2012-04-04,15.202816123455971,15.29857108435001,14.915554050567595,14.996577262878418,43848100,0.0,0
2012-04-05,14.863991511350525,15.003940286507884,14.782968314433642,14.893453598022461,30611900,0.0,0
2012-04-09,14.709315948617208,14.84926477094844,14.635660004661158,14.701950073242188,26416300,0.0,0
2012-04-10,14.687222178513048,14.805073394387197,14.377862385619084,14.399958610534668,44896400,0.0,0
2012-04-11,14.49570735664757,14.760873180577883,14.451513520958086,14.74614143371582,40610100,0.0,0
2012-04-12,14.797705689827323,14.937654518226534,14.716682462086126,14.77560806274414,32041300,0.0,0
2012-04-13,14.746138145561453,14.76086988913857,14.576727309113766,14.62092113494873,27901500,0.0,0
2012-04-16,14.672485303487061,14.701947394722424,14.414685331917742,14.532536506652832,35250100,0.0,0
2012-04-17,14.59146692718292,14.841901107671038,14.547273073243042,14.7903413772583,28770700,0.0,0
2012-04-18,14.694586239900083,14.841899539096548,14.643025110039325,14.77560806274414,27563400,0.0,0
2012-04-19,14.746139502352325,14.95974418428872,14.56936277785087,14.665116310119629,34583500,0.0,0
2012-04-20,14.679848055052215,14.76087124728491,14.613556607752104,14.665116310119629,34257200,0.0,0
2012-04-23,14.56199896859444,14.569364842104362,14.42205018169935,14.495707511901855,27406400,0.0,0
2012-04-24,14.554633302061843,14.62092475969714,14.252639508344046,14.30419921875,67526600,0.0,0
2012-04-25,14.429418872599475,14.503076217183814,14.193716493847187,14.355761528015137,48461800,0.0,0
2012-04-26,14.348390910624936,14.488339678589497,14.267369122768846,14.436779975891113,43037600,0.0,0
2012-04-27,14.466246405646501,14.753509900362033,14.422052562189092,14.716680526733398,47505900,0.0,0
2012-04-30,14.620930454516017,14.856632882404075,14.59883282506503,14.84926700592041,36405500,0.0,0
2012-05-01,14.812435493270895,14.849263462002575,14.716680526733398,14.716680526733398,31761800,0.0,0
2012-05-02,14.665119436258815,14.687217058368205,14.458879177928296,14.61355972290039,32168300,0.0,0
2012-05-03,14.672487884032323,14.694585510017912,14.47361346485322,14.52517318725586,29626200,0.0,0
2012-05-04,14.37785602052023,14.385221893863646,14.016936656073046,14.08322811126709,41733900,0.0,0
2012-05-07,14.009572410312268,14.186349176401453,13.994840661913956,14.053766250610352,34078500,0.0,0
2012-05-08,13.921180653321846,13.921180653321846,13.714941834910457,13.781231880187988,52278000,0.0,0
2012-05-09,13.685484248346537,13.91382078363023,13.611826893607452,13.832798957824707,78275200,0.0,0
2012-05-10,12.646916918939727,12.75740222499655,12.344923093432529,12.38175106048584,198450600,0.0,0
2012-05-11,12.344924526792566,12.514335442742997,12.153415985106275,12.160781860351562,75215300,0.0,0
2012-05-14,12.079756596548073,12.396482154096002,12.057660379442655,12.308093070983887,57497300,0.0,0
2012-05-15,12.33018694645438,12.344918689979622,12.16077611060325,12.182873725891113,66148000,0.0,0
2012-05-16,12.39648204278352,12.440675881494338,12.23443703091265,12.293362617492676,57794300,0.0,0
2012-05-17,12.293365529295437,12.374387351973274,12.190244674682617,12.190244674682617,41625200,0.0,0
2012-05-18,12.234434129708776,12.256530341376015,12.057657411888522,12.13131332397461,57520600,0.0,0
2012-05-21,12.160781922938765,12.30073074352537,12.05766247876814,12.278633117675781,37628500,0.0,0
2012-05-22,12.271262867098976,12.389114019816406,12.241800781367898,12.322822570800781,42979200,0.0,0
2012-05-23,12.197607661239633,12.344922330138097,12.101854109883392,12.293362617492676,42459500,0.0,0
2012-05-24,12.293364500885584,12.30073037594867,12.04293036832876,12.072392463684082,52604300,0.0,0
2012-05-25,12.12395084395392,12.197608181545105,12.020831414264379,12.028197288513184,41838300,0.0,0
2012-05-29,12.160779044569479,12.256532590792728,12.072389966989247,12.219704627990723,37091400,0.0,0
2012-05-30,12.123952184228662,12.138683934354832,12.04293036832876,12.072392463684082,36488300,0.0,0
