,Open,High,Low,Close,Volume,Dividends,Stock Splits
,QCOM,QCOM,QCOM,QCOM,QCOM,QCOM,QCOM
Date,,,,,,,
2012-01-03,42.078487961780525,42.15378832880042,41.167337434700585,41.61914825439453,11238300,0.0,0
2012-01-04,41.5814815505492,42.31943576974919,41.084491857107416,42.04082107543945,17589100,0.0,0
2012-01-05,42.070967904900954,42.31946435573831,41.634220484146056,42.21404266357422,11518500,0.0,0
2012-01-06,42.10108334199451,42.47006208567452,42.06343315325784,42.289337158203125,8040100,0.0,0
2012-01-09,42.27426351703823,42.439927743600165,41.739623532710276,42.101070404052734,12663500,0.0,0
2012-01-10,42.59054181106741,42.62066023670149,41.958008912350195,41.98059844970703,11673300,0.0,0
2012-01-11,41.98058700044148,42.19143028500274,41.82998342324445,41.882694244384766,7140200,0.0,0
2012-01-12,41.875178865262434,42.55289087246286,41.77728607762979,42.41735076904297,11387500,0.0,0
2012-01-13,42.123670557299775,42.7185532731129,42.10860990813076,42.57548141479492,10517600,0.0,0
2012-01-17,42.86915403260257,43.479097356897185,42.71102153566413,43.027286529541016,12411500,0.0,0
2012-01-18,43.01223180306796,43.60711456109845,42.89174947369061,43.36614990234375,13313700,0.0,0
2012-01-19,43.45650588713209,43.85560589079677,43.27578385030562,43.67488098144531,13298900,0.0,0
2012-01-20,43.68995183599995,43.75019157150591,43.2757939596224,43.47157669067383,16538600,0.0,0
2012-01-23,43.62969879547278,44.217052593233554,43.56945907437101,43.78783416748047,13223800,0.0,0
2012-01-24,43.494167405774775,44.18694305419922,43.35109551662849,44.18694305419922,11490300,0.0,0
2012-01-25,44.518254279881205,44.80440083743564,44.07397523230648,44.42036437988281,21441100,0.0,0
2012-01-26,44.525786716058185,44.69144809608452,43.32849251017657,43.53180694580078,20419500,0.0,0
2012-01-27,43.33601782093007,43.787828598089675,43.32848893394681,43.51674270629883,10295900,0.0,0
2012-01-30,43.102593637913024,44.156813251288256,42.94445825426034,44.14928436279297,13061700,0.0,0
2012-01-31,44.390243542575526,44.69144787821632,44.1266865172994,44.29235076904297,13551300,0.0,0
2012-02-01,44.789340082242084,44.99265451428997,44.26976067091402,44.84958267211914,27741800,0.0,0
2012-02-02,45.95652153226098,46.6492970822637,45.63272473267144,45.73061752319336,34830000,0.0,0
2012-02-03,45.92639988177367,46.18242517342616,45.64025329168556,45.97911071777344,17428700,0.0,0
2012-02-06,45.79838331923944,46.02428730022133,45.58753998665967,45.986637115478516,11060800,0.0,0
2012-02-07,45.79086141228293,46.400801966669185,45.58754693664571,46.34809112548828,12395300,0.0,0
2012-02-08,46.2501849300805,46.438438700468375,45.88873803563874,46.287837982177734,11454900,0.0,0
2012-02-09,46.378192428735396,46.67939956776834,46.22758885921892,46.641746520996094,13895400,0.0,0
2012-02-10,46.257723336912186,46.536338152817315,46.11465148496631,46.48362731933594,10376500,0.0,0
2012-02-13,46.67939983247859,46.67939983247859,46.084517309403346,46.491146087646484,9318000,0.0,0
2012-02-14,46.32549123894443,46.468563079833984,46.00922338997177,46.468563079833984,8913400,0.0,0
2012-02-15,46.54387110136118,46.67941406878016,46.20501368281372,46.37067794799805,10839600,0.0,0
2012-02-16,46.528811822808514,46.988151573420396,46.35561866434463,46.8902587890625,12328800,0.0,0
2012-02-17,46.88272852415781,47.22158596349792,46.68694582171977,47.078514099121094,14729200,0.0,0
2012-02-21,47.18392336025306,47.387237770361224,46.950487658456765,47.27428436279297,8631500,0.0,0
2012-02-22,47.17640798711882,47.39478023309858,47.01827259672101,47.101104736328125,7782600,0.0,0
2012-02-23,47.10109602935725,47.936943287207214,46.92790289334259,47.82398986816406,12639300,0.0,0
2012-02-24,48.04236428530162,48.04989604514741,47.718567552526025,47.771278381347656,7904800,0.0,0
2012-02-27,47.36466471302435,47.89930490009598,47.251711266166744,47.67340087890625,9785200,0.0,0
2012-02-28,47.7411616957897,47.77881187881374,47.055918023662784,47.19898986816406,12045600,0.0,0
2012-02-29,47.34632974104687,47.58056892514767,46.8476292865191,46.983638763427734,13508600,0.215,0
2012-03-01,47.00631543481856,47.52012847631149,46.96098085507122,47.30855941772461,9941100,0.0,0
2012-03-02,47.36145197128156,47.4067894337177,46.96853594407176,47.172550201416016,6715500,0.0,0
2012-03-05,47.021431478696584,47.08943623587341,46.47739342128198,46.93075942993164,9243000,0.0,0
2012-03-06,46.673836356667934,47.18764925501752,46.03912647531912,46.515159606933594,14198800,0.0,0
2012-03-07,46.70407551622512,47.56546714216994,46.4622814767463,47.39167785644531,12337300,0.0,0
2012-03-08,47.595679149366624,48.08682189718147,47.50500424745892,47.845027923583984,10566200,0.0,0
2012-03-09,48.04904369915232,48.570411431304244,47.928146708403546,48.30595016479492,12233300,0.0,0
2012-03-12,48.321064896163186,48.5024118319259,47.95081622341971,48.24550247192383,7606300,0.0,0
2012-03-13,48.47976029236407,49.03135031520635,48.472202606279474,49.00112533569336,11908300,0.0,0
2012-03-14,48.97087880720139,49.53758395284186,48.88776159132163,49.19756317138672,15126300,0.0,0
2012-03-15,49.32602076541974,49.484697533114506,49.02377683250533,49.273128509521484,10019900,0.0,0
2012-03-16,49.24290554506588,49.58293214525031,49.174903683923255,49.42425537109375,17787900,0.0,0
2012-03-19,49.74917372461053,50.6256808163075,49.52249503059684,50.4367790222168,14613100,0.0,0
2012-03-20,50.194984956373716,50.48967129396919,50.119425391702485,50.4367790222168,11400500,0.0,0
